AnimalsInfo,Species,Breed,Production category,Sex,Date of Birth,Animal ID of Father,Animal ID of Mother,Original Owner Name,Original Owner Mobile ,Original Owner Location _ Lattitude,Original Owner Location _ Longitude
LAO0001000189,Cattle,,,,,,,,,,
LAO0001000190,Cattle,,,,,,,,,,
LAO0001000191,Cattle,,,,,,,,,,
LAO0001000192,Cattle,,,,,,,,,,
LAO0001000193,Cattle,,,,,,,,,,
LAO0001000194,Cattle,,,,,,,,,,
LAO0001000195,Cattle,,,,,,,,,,
LAO0001000196,Cattle,,,,,,,,,,
LAO0001000197,Cattle,,,,,,,,,,
LAO0001000198,Cattle,,,,,,,,,,
LAO0001000199,Cattle,,,,,,,,,,
LAO0001000200,Cattle,,,,,,,,,,
LAO0001000201,Cattle,,,,,,,,,,
LAO0001000202,Cattle,,,,,,,,,,
LAO0001000203,Cattle,,,,,,,,,,
LAO0001000204,Cattle,,,,,,,,,,
LAO0001000205,Cattle,,,,,,,,,,
LAO0001000206,Cattle,,,,,,,,,,
LAO0001000207,Cattle,,,,,,,,,,
LAO0001000208,Cattle,,,,,,,,,,
LAO0001000209,Cattle,,,,,,,,,,
LAO0001000210,Cattle,,,,,,,,,,
LAO0001000211,Cattle,,,,,,,,,,
LAO0001000212,Cattle,,,,,,,,,,
LAO0001000213,Cattle,,,,,,,,,,
LAO0001000214,Cattle,,,,,,,,,,
LAO0001000215,Cattle,,,,,,,,,,
LAO0001000216,Cattle,,,,,,,,,,
LAO0001000217,Cattle,,,,,,,,,,
LAO0001000218,Cattle,,,,,,,,,,
LAO0001000219,Cattle,,,,,,,,,,
LAO0001000220,Cattle,,,,,,,,,,
LAO0001000221,Cattle,,,,,,,,,,
LAO0001000222,Cattle,,,,,,,,,,
LAO0001000223,Cattle,,,,,,,,,,
LAO0001000224,Cattle,,,,,,,,,,
LAO0001000225,Cattle,,,,,,,,,,
LAO0001000226,Cattle,,,,,,,,,,
LAO0001000227,Cattle,,,,,,,,,,
LAO0001000228,Cattle,,,,,,,,,,
LAO0001000229,Cattle,,,,,,,,,,
LAO0001000230,Cattle,,,,,,,,,,
LAO0001000231,Cattle,,,,,,,,,,
LAO0001000232,Cattle,,,,,,,,,,
LAO0001000233,Cattle,,,,,,,,,,
LAO0001000234,Cattle,,,,,,,,,,
LAO0001000235,Cattle,,,,,,,,,,
LAO0001000236,Cattle,,,,,,,,,,
LAO0001000237,Cattle,,,,,,,,,,
LAO0001000238,Cattle,,,,,,,,,,
LAO0001000239,Cattle,,,,,,,,,,
LAO0001000240,Cattle,,,,,,,,,,
LAO0001000241,Cattle,,,,,,,,,,
LAO0001000242,Cattle,,,,,,,,,,
LAO0001000243,Cattle,,,,,,,,,,
LAO0001000244,Cattle,,,,,,,,,,
LAO0001000245,Cattle,,,,,,,,,,
LAO0001000246,Cattle,,,,,,,,,,
LAO0001000247,Cattle,,,,,,,,,,
LAO0001000248,Cattle,,,,,,,,,,
LAO0001000249,Cattle,,,,,,,,,,
LAO0001000250,Cattle,,,,,,,,,,
LAO0001000251,Cattle,,,,,,,,,,
LAO0001000252,Cattle,,,,,,,,,,
LAO0001000253,Cattle,,,,,,,,,,
LAO0001000254,Cattle,,,,,,,,,,
LAO0001000255,Cattle,,,,,,,,,,
LAO0001000256,Cattle,,,,,,,,,,
LAO0001000257,Cattle,,,,,,,,,,
LAO0001000258,Cattle,,,,,,,,,,
LAO0001000259,Cattle,,,,,,,,,,
LAO0001000260,Cattle,,,,,,,,,,
LAO0001000261,Cattle,,,,,,,,,,
LAO0001000262,Cattle,,,,,,,,,,
LAO0001000263,Cattle,,,,,,,,,,
LAO0001000264,Cattle,,,,,,,,,,
LAO0001000265,Cattle,,,,,,,,,,
LAO0001000266,Cattle,,,,,,,,,,
LAO0001000267,Cattle,,,,,,,,,,
LAO0001000268,Cattle,,,,,,,,,,
LAO0001000269,Cattle,,,,,,,,,,
LAO0001000270,Cattle,,,,,,,,,,
LAO0001000271,Cattle,,,,,,,,,,
LAO0001000272,Cattle,,,,,,,,,,
LAO0001000273,Cattle,,,,,,,,,,
LAO0001000274,Cattle,,,,,,,,,,
LAO0001000275,Cattle,,,,,,,,,,
LAO0001000276,Cattle,,,,,,,,,,
LAO0001000277,Cattle,,,,,,,,,,
LAO0001000278,Cattle,,,,,,,,,,
LAO0001000279,Cattle,,,,,,,,,,
LAO0001000280,Cattle,,,,,,,,,,
LAO0001000281,Cattle,,,,,,,,,,
LAO0001000282,Cattle,,,,,,,,,,
LAO0001000283,Cattle,,,,,,,,,,
LAO0001000284,Cattle,,,,,,,,,,
LAO0001000285,Cattle,,,,,,,,,,
LAO0001000286,Cattle,,,,,,,,,,
LAO0001000287,Cattle,,,,,,,,,,
LAO0001000288,Cattle,,,,,,,,,,
LAO0001000289,Cattle,,,,,,,,,,
LAO0001000290,Cattle,,,,,,,,,,
LAO0001000291,Cattle,,,,,,,,,,
LAO0001000292,Cattle,,,,,,,,,,
LAO0001000293,Cattle,,,,,,,,,,
LAO0001000294,Cattle,,,,,,,,,,
LAO0001000295,Cattle,,,,,,,,,,
LAO0001000296,Cattle,,,,,,,,,,
LAO0001000297,Cattle,,,,,,,,,,
LAO0001000298,Cattle,,,,,,,,,,
LAO0001000299,Cattle,,,,,,,,,,
LAO0001000300,Cattle,,,,,,,,,,
LAO0001000301,Cattle,,,,,,,,,,
LAO0001000302,Cattle,,,,,,,,,,
LAO0001000303,Cattle,,,,,,,,,,
LAO0001000304,Cattle,,,,,,,,,,
LAO0001000305,Cattle,,,,,,,,,,
LAO0001000306,Cattle,,,,,,,,,,
LAO0001000307,Cattle,,,,,,,,,,
LAO0001000308,Cattle,,,,,,,,,,
LAO0001000309,Cattle,,,,,,,,,,
LAO0001000310,Cattle,,,,,,,,,,
LAO0001000311,Cattle,,,,,,,,,,
LAO0001000312,Cattle,,,,,,,,,,
LAO0001000313,Cattle,,,,,,,,,,
LAO0001000314,Cattle,,,,,,,,,,
LAO0001000315,Cattle,,,,,,,,,,
LAO0001000316,Cattle,,,,,,,,,,
LAO0001000317,Cattle,,,,,,,,,,
LAO0001000318,Cattle,,,,,,,,,,
LAO0001000319,Cattle,,,,,,,,,,
LAO0001000320,Cattle,,,,,,,,,,
LAO0001000321,Cattle,,,,,,,,,,
LAO0001000322,Cattle,,,,,,,,,,
LAO0001000323,Cattle,,,,,,,,,,
LAO0001000324,Cattle,,,,,,,,,,
LAO0001000325,Cattle,,,,,,,,,,
LAO0001000326,Cattle,,,,,,,,,,
LAO0001000327,Cattle,,,,,,,,,,
LAO0001000328,Cattle,,,,,,,,,,
LAO0001000329,Cattle,,,,,,,,,,
LAO0001000330,Cattle,,,,,,,,,,
LAO0001000331,Cattle,,,,,,,,,,
LAO0001000332,Cattle,,,,,,,,,,
LAO0001000333,Cattle,,,,,,,,,,
LAO0001000334,Cattle,,,,,,,,,,
LAO0001000335,Cattle,,,,,,,,,,
LAO0001000336,Cattle,,,,,,,,,,
LAO0001000337,Cattle,,,,,,,,,,
LAO0001000338,Cattle,,,,,,,,,,
LAO0001000339,Cattle,,,,,,,,,,
LAO0001000340,Cattle,,,,,,,,,,
LAO0001000341,Cattle,,,,,,,,,,
LAO0001000342,Cattle,,,,,,,,,,
LAO0001000343,Cattle,,,,,,,,,,
LAO0001000344,Cattle,,,,,,,,,,
LAO0001000345,Cattle,,,,,,,,,,
LAO0001000346,Cattle,,,,,,,,,,
LAO0001000347,Cattle,,,,,,,,,,
LAO0001000348,Cattle,,,,,,,,,,
LAO0001000349,Cattle,,,,,,,,,,
LAO0001000350,Cattle,,,,,,,,,,
LAO0001000351,Cattle,,,,,,,,,,
LAO0001000352,Cattle,,,,,,,,,,
LAO0001000353,Cattle,,,,,,,,,,
LAO0001000354,Cattle,,,,,,,,,,
LAO0001000355,Cattle,,,,,,,,,,
LAO0001000356,Cattle,,,,,,,,,,
LAO0001000357,Cattle,,,,,,,,,,
LAO0001000358,Cattle,,,,,,,,,,
LAO0001000359,Cattle,,,,,,,,,,
LAO0001000360,Cattle,,,,,,,,,,
LAO0001000361,Cattle,,,,,,,,,,
LAO0001000362,Cattle,,,,,,,,,,
LAO0001000363,Cattle,,,,,,,,,,
LAO0001000364,Cattle,,,,,,,,,,
LAO0001000365,Cattle,,,,,,,,,,
LAO0001000366,Cattle,,,,,,,,,,
LAO0001000367,Cattle,,,,,,,,,,
LAO0001000368,Cattle,,,,,,,,,,
LAO0001000369,Cattle,,,,,,,,,,
LAO0001000370,Cattle,,,,,,,,,,
LAO0001000371,Cattle,,,,,,,,,,
LAO0001000372,Cattle,,,,,,,,,,
LAO0001000373,Cattle,,,,,,,,,,
LAO0001000374,Cattle,,,,,,,,,,
LAO0001000375,Cattle,,,,,,,,,,
LAO0001000376,Cattle,,,,,,,,,,
LAO0001000377,Cattle,,,,,,,,,,
LAO0001000378,Cattle,,,,,,,,,,
LAO0001000379,Cattle,,,,,,,,,,
LAO0001000380,Cattle,,,,,,,,,,
LAO0001000381,Cattle,,,,,,,,,,
LAO0001000382,Cattle,,,,,,,,,,
LAO0001000383,Cattle,,,,,,,,,,
LAO0001000384,Cattle,,,,,,,,,,
LAO0001000385,Cattle,,,,,,,,,,
LAO0001000386,Cattle,,,,,,,,,,
LAO0001000387,Cattle,,,,,,,,,,
LAO0001000388,Cattle,,,,,,,,,,
LAO0001000389,Cattle,,,,,,,,,,
LAO0001000390,Cattle,,,,,,,,,,
LAO0001000391,Cattle,,,,,,,,,,
LAO0001000392,Cattle,,,,,,,,,,
LAO0001000393,Cattle,,,,,,,,,,
LAO0001000394,Cattle,,,,,,,,,,
LAO0001000395,Cattle,,,,,,,,,,
LAO0001000396,Cattle,,,,,,,,,,
LAO0001000397,Cattle,,,,,,,,,,
LAO0001000398,Cattle,,,,,,,,,,
LAO0001000399,Cattle,,,,,,,,,,
LAO0001000400,Cattle,,,,,,,,,,
LAO0001000401,Cattle,,,,,,,,,,
LAO0001000402,Cattle,,,,,,,,,,
LAO0001000403,Cattle,,,,,,,,,,
LAO0001000404,Cattle,,,,,,,,,,
LAO0001000405,Cattle,,,,,,,,,,
LAO0001000406,Cattle,,,,,,,,,,
LAO0001000407,Cattle,,,,,,,,,,
LAO0001000408,Cattle,,,,,,,,,,
LAO0001000409,Cattle,,,,,,,,,,
LAO0001000410,Cattle,,,,,,,,,,
LAO0001000411,Cattle,,,,,,,,,,
LAO0001000412,Cattle,,,,,,,,,,
LAO0001000413,Cattle,,,,,,,,,,
LAO0001000414,Cattle,,,,,,,,,,
LAO0001000415,Cattle,,,,,,,,,,
LAO0001000416,Cattle,,,,,,,,,,
LAO0001000417,Cattle,,,,,,,,,,
LAO0001000418,Cattle,,,,,,,,,,
LAO0001000419,Cattle,,,,,,,,,,
LAO0001000420,Cattle,,,,,,,,,,
LAO0001000421,Cattle,,,,,,,,,,
LAO0001000422,Cattle,,,,,,,,,,
LAO0001000423,Cattle,,,,,,,,,,
LAO0001000424,Cattle,,,,,,,,,,
LAO0001000425,Cattle,,,,,,,,,,
LAO0001000426,Cattle,,,,,,,,,,
LAO0001000427,Cattle,,,,,,,,,,
LAO0001000428,Cattle,,,,,,,,,,
LAO0001000429,Cattle,,,,,,,,,,
LAO0001000430,Cattle,,,,,,,,,,
LAO0001000431,Cattle,,,,,,,,,,
LAO0001000432,Cattle,,,,,,,,,,
LAO0001000433,Cattle,,,,,,,,,,
LAO0001000434,Cattle,,,,,,,,,,
LAO0001000435,Cattle,,,,,,,,,,
LAO0001000436,Cattle,,,,,,,,,,
LAO0001000437,Cattle,,,,,,,,,,
LAO0001000438,Cattle,,,,,,,,,,
LAO0001000439,Cattle,,,,,,,,,,
LAO0001000440,Cattle,,,,,,,,,,
LAO0001000441,Cattle,,,,,,,,,,
LAO0001000442,Cattle,,,,,,,,,,
LAO0001000443,Cattle,,,,,,,,,,
LAO0001000444,Cattle,,,,,,,,,,
LAO0001000445,Cattle,,,,,,,,,,
LAO0001000446,Cattle,,,,,,,,,,
LAO0001000447,Cattle,,,,,,,,,,
LAO0001000448,Cattle,,,,,,,,,,
LAO0001000449,Cattle,,,,,,,,,,
LAO0001000450,Cattle,,,,,,,,,,
LAO0001000451,Cattle,,,,,,,,,,
LAO0001000452,Cattle,,,,,,,,,,
LAO0001000453,Cattle,,,,,,,,,,
LAO0001000454,Cattle,,,,,,,,,,
LAO0001000455,Cattle,,,,,,,,,,
LAO0001000456,Cattle,,,,,,,,,,
LAO0001000457,Cattle,,,,,,,,,,
LAO0001000458,Cattle,,,,,,,,,,
LAO0001000459,Cattle,,,,,,,,,,
LAO0001000460,Cattle,,,,,,,,,,
LAO0001000461,Cattle,,,,,,,,,,
LAO0001000462,Cattle,,,,,,,,,,
LAO0001000463,Cattle,,,,,,,,,,
LAO0001000464,Cattle,,,,,,,,,,
LAO0001000465,Cattle,,,,,,,,,,
LAO0001000466,Cattle,,,,,,,,,,
LAO0001000467,Cattle,,,,,,,,,,
LAO0001000468,Cattle,,,,,,,,,,
LAO0001000469,Cattle,,,,,,,,,,
LAO0001000470,Cattle,,,,,,,,,,
LAO0001000471,Cattle,,,,,,,,,,
LAO0001000472,Cattle,,,,,,,,,,
LAO0001000473,Cattle,,,,,,,,,,
LAO0001000474,Cattle,,,,,,,,,,
LAO0001000475,Cattle,,,,,,,,,,
LAO0001000476,Cattle,,,,,,,,,,
LAO0001000477,Cattle,,,,,,,,,,
LAO0001000478,Cattle,,,,,,,,,,
LAO0001000479,Cattle,,,,,,,,,,
LAO0001000480,Cattle,,,,,,,,,,
LAO0001000481,Cattle,,,,,,,,,,
LAO0001000482,Cattle,,,,,,,,,,
LAO0001000483,Cattle,,,,,,,,,,
LAO0001000484,Cattle,,,,,,,,,,
LAO0001000485,Cattle,,,,,,,,,,
LAO0001000486,Cattle,,,,,,,,,,
LAO0001000487,Cattle,,,,,,,,,,
LAO0001000488,Cattle,,,,,,,,,,
LAO0001000489,Cattle,,,,,,,,,,
LAO0001000490,Cattle,,,,,,,,,,
LAO0001000491,Cattle,,,,,,,,,,
LAO0001000492,Cattle,,,,,,,,,,
LAO0001000493,Cattle,,,,,,,,,,
LAO0001000494,Cattle,,,,,,,,,,
LAO0001000495,Cattle,,,,,,,,,,
LAO0001000496,Cattle,,,,,,,,,,
LAO0001000497,Cattle,,,,,,,,,,
LAO0001000498,Cattle,,,,,,,,,,
LAO0001000499,Cattle,,,,,,,,,,
LAO0001000500,Cattle,,,,,,,,,,
LAO0001000501,Cattle,,,,,,,,,,
LAO0001000502,Cattle,,,,,,,,,,
LAO0001000503,Cattle,,,,,,,,,,
LAO0001000504,Cattle,,,,,,,,,,
LAO0001000505,Cattle,,,,,,,,,,
LAO0001000506,Cattle,,,,,,,,,,
LAO0001000507,Cattle,,,,,,,,,,
LAO0001000508,Cattle,,,,,,,,,,
LAO0001000509,Cattle,,,,,,,,,,
LAO0001000510,Cattle,,,,,,,,,,
LAO0001000511,Cattle,,,,,,,,,,
LAO0001000512,Cattle,,,,,,,,,,
LAO0001000513,Cattle,,,,,,,,,,
LAO0001000514,Cattle,,,,,,,,,,
LAO0001000515,Cattle,,,,,,,,,,
LAO0001000516,Cattle,,,,,,,,,,
LAO0001000517,Cattle,,,,,,,,,,
LAO0001000518,Cattle,,,,,,,,,,
LAO0001000519,Cattle,,,,,,,,,,
LAO0001000520,Cattle,,,,,,,,,,
LAO0001000521,Cattle,,,,,,,,,,
LAO0001000522,Cattle,,,,,,,,,,
LAO0001000523,Cattle,,,,,,,,,,
LAO0001000524,Cattle,,,,,,,,,,
LAO0001000525,Cattle,,,,,,,,,,
LAO0001000526,Cattle,,,,,,,,,,
LAO0001000527,Cattle,,,,,,,,,,
LAO0001000528,Cattle,,,,,,,,,,
LAO0001000529,Cattle,,,,,,,,,,
LAO0001000530,Cattle,,,,,,,,,,
LAO0001000531,Cattle,,,,,,,,,,
LAO0001000532,Cattle,,,,,,,,,,
LAO0001000533,Cattle,,,,,,,,,,
LAO0001000534,Cattle,,,,,,,,,,
LAO0001000535,Cattle,,,,,,,,,,
LAO0001000536,Cattle,,,,,,,,,,
LAO0001000537,Cattle,,,,,,,,,,
LAO0001000538,Cattle,,,,,,,,,,
LAO0001000539,Cattle,,,,,,,,,,
LAO0001000540,Cattle,,,,,,,,,,
LAO0001000541,Cattle,,,,,,,,,,
LAO0001000542,Cattle,,,,,,,,,,
LAO0001000543,Cattle,,,,,,,,,,
LAO0001000544,Cattle,,,,,,,,,,
LAO0001000545,Cattle,,,,,,,,,,
LAO0001000546,Cattle,,,,,,,,,,
LAO0001000547,Cattle,,,,,,,,,,
LAO0001000548,Cattle,,,,,,,,,,
LAO0001000549,Cattle,,,,,,,,,,
LAO0001000550,Cattle,,,,,,,,,,
LAO0001000551,Cattle,,,,,,,,,,
LAO0001000552,Cattle,,,,,,,,,,
LAO0001000553,Cattle,,,,,,,,,,
LAO0001000554,Cattle,,,,,,,,,,
LAO0001000555,Cattle,,,,,,,,,,
LAO0001000556,Cattle,,,,,,,,,,
LAO0001000557,Cattle,,,,,,,,,,
LAO0001000558,Cattle,,,,,,,,,,
LAO0001000559,Cattle,,,,,,,,,,
LAO0001000560,Cattle,,,,,,,,,,
LAO0001000561,Cattle,,,,,,,,,,
LAO0001000562,Cattle,,,,,,,,,,
LAO0001000563,Cattle,,,,,,,,,,
LAO0001000564,Cattle,,,,,,,,,,
LAO0001000565,Cattle,,,,,,,,,,
LAO0001000566,Cattle,,,,,,,,,,
LAO0001000567,Cattle,,,,,,,,,,
LAO0001000568,Cattle,,,,,,,,,,
LAO0001000569,Cattle,,,,,,,,,,
LAO0001000570,Cattle,,,,,,,,,,
LAO0001000571,Cattle,,,,,,,,,,
LAO0001000572,Cattle,,,,,,,,,,
LAO0001000573,Cattle,,,,,,,,,,
LAO0001000574,Cattle,,,,,,,,,,
LAO0001000575,Cattle,,,,,,,,,,
LAO0001000576,Cattle,,,,,,,,,,
LAO0001000577,Cattle,,,,,,,,,,
LAO0001000578,Cattle,,,,,,,,,,
LAO0001000579,Cattle,,,,,,,,,,
LAO0001000580,Cattle,,,,,,,,,,
LAO0001000581,Cattle,,,,,,,,,,
LAO0001000582,Cattle,,,,,,,,,,
LAO0001000583,Cattle,,,,,,,,,,
LAO0001000584,Cattle,,,,,,,,,,
LAO0001000585,Cattle,,,,,,,,,,
LAO0001000586,Cattle,,,,,,,,,,
LAO0001000587,Cattle,,,,,,,,,,
LAO0001000588,Cattle,,,,,,,,,,
LAO0001000589,Cattle,,,,,,,,,,
LAO0001000590,Cattle,,,,,,,,,,
LAO0001000591,Cattle,,,,,,,,,,
LAO0001000592,Cattle,,,,,,,,,,
LAO0001000593,Cattle,,,,,,,,,,
LAO0001000594,Cattle,,,,,,,,,,
LAO0001000595,Cattle,,,,,,,,,,
LAO0001000596,Cattle,,,,,,,,,,
LAO0001000597,Cattle,,,,,,,,,,
LAO0001000598,Cattle,,,,,,,,,,
LAO0001000599,Cattle,,,,,,,,,,
LAO0001000600,Cattle,,,,,,,,,,
LAO0001000601,Cattle,,,,,,,,,,
LAO0001000602,Cattle,,,,,,,,,,
LAO0001000603,Cattle,,,,,,,,,,
LAO0001000604,Cattle,,,,,,,,,,
LAO0001000605,Cattle,,,,,,,,,,
LAO0001000606,Cattle,,,,,,,,,,
LAO0001000607,Cattle,,,,,,,,,,
LAO0001000608,Cattle,,,,,,,,,,
LAO0001000609,Cattle,,,,,,,,,,
LAO0001000610,Cattle,,,,,,,,,,
LAO0001000611,Cattle,,,,,,,,,,
LAO0001000612,Cattle,,,,,,,,,,
LAO0001000613,Cattle,,,,,,,,,,
LAO0001000614,Cattle,,,,,,,,,,
LAO0001000615,Cattle,,,,,,,,,,
LAO0001000616,Cattle,,,,,,,,,,
LAO0001000617,Cattle,,,,,,,,,,
LAO0001000618,Cattle,,,,,,,,,,
LAO0001000619,Cattle,,,,,,,,,,
LAO0001000620,Cattle,,,,,,,,,,
LAO0001000621,Cattle,,,,,,,,,,
LAO0001000622,Cattle,,,,,,,,,,
LAO0001000623,Cattle,,,,,,,,,,
LAO0001000624,Cattle,,,,,,,,,,
LAO0001000625,Cattle,,,,,,,,,,
LAO0001000626,Cattle,,,,,,,,,,
LAO0001000627,Cattle,,,,,,,,,,
LAO0001000628,Cattle,,,,,,,,,,
LAO0001000629,Cattle,,,,,,,,,,
LAO0001000630,Cattle,,,,,,,,,,
LAO0001000631,Cattle,,,,,,,,,,
LAO0001000632,Cattle,,,,,,,,,,
LAO0001000633,Cattle,,,,,,,,,,
LAO0001000634,Cattle,,,,,,,,,,
LAO0001000635,Cattle,,,,,,,,,,
LAO0001000636,Cattle,,,,,,,,,,
LAO0001000637,Cattle,,,,,,,,,,
LAO0001000638,Cattle,,,,,,,,,,
LAO0001000639,Cattle,,,,,,,,,,
LAO0001000640,Cattle,,,,,,,,,,
LAO0001000641,Cattle,,,,,,,,,,
LAO0001000642,Cattle,,,,,,,,,,
LAO0001000643,Cattle,,,,,,,,,,
LAO0001000644,Cattle,,,,,,,,,,
LAO0001000645,Cattle,,,,,,,,,,
LAO0001000646,Cattle,,,,,,,,,,
LAO0001000647,Cattle,,,,,,,,,,
LAO0001000648,Cattle,,,,,,,,,,
LAO0001000649,Cattle,,,,,,,,,,
LAO0001000650,Cattle,,,,,,,,,,
LAO0001000651,Cattle,,,,,,,,,,
LAO0001000652,Cattle,,,,,,,,,,
LAO0001000653,Cattle,,,,,,,,,,
LAO0001000654,Cattle,,,,,,,,,,
LAO0001000655,Cattle,,,,,,,,,,
LAO0001000656,Cattle,,,,,,,,,,
LAO0001000657,Cattle,,,,,,,,,,
LAO0001000658,Cattle,,,,,,,,,,
LAO0001000659,Cattle,,,,,,,,,,
LAO0001000660,Cattle,,,,,,,,,,
LAO0001000661,Cattle,,,,,,,,,,
LAO0001000662,Cattle,,,,,,,,,,
LAO0001000663,Cattle,,,,,,,,,,
LAO0001000664,Cattle,,,,,,,,,,
LAO0001000665,Cattle,,,,,,,,,,
LAO0001000666,Cattle,,,,,,,,,,
LAO0001000667,Cattle,,,,,,,,,,
LAO0001000668,Cattle,,,,,,,,,,
LAO0001000669,Cattle,,,,,,,,,,
LAO0001000670,Cattle,,,,,,,,,,
LAO0001000671,Cattle,,,,,,,,,,
LAO0001000672,Cattle,,,,,,,,,,
LAO0001000673,Cattle,,,,,,,,,,
LAO0001000674,Cattle,,,,,,,,,,
LAO0001000675,Cattle,,,,,,,,,,
LAO0001000676,Cattle,,,,,,,,,,
LAO0001000677,Cattle,,,,,,,,,,
LAO0001000678,Cattle,,,,,,,,,,
LAO0001000679,Cattle,,,,,,,,,,
LAO0001000680,Cattle,,,,,,,,,,
LAO0001000681,Cattle,,,,,,,,,,
LAO0001000682,Cattle,,,,,,,,,,
LAO0001000683,Cattle,,,,,,,,,,
LAO0001000684,Cattle,,,,,,,,,,
LAO0001000685,Cattle,,,,,,,,,,
LAO0001000686,Cattle,,,,,,,,,,
LAO0001000687,Cattle,,,,,,,,,,
LAO0001000688,Cattle,,,,,,,,,,
LAO0001000689,Cattle,,,,,,,,,,
LAO0001000690,Cattle,,,,,,,,,,
LAO0001000691,Cattle,,,,,,,,,,
LAO0001000692,Cattle,,,,,,,,,,
LAO0001000693,Cattle,,,,,,,,,,
LAO0001000694,Cattle,,,,,,,,,,
LAO0001000695,Cattle,,,,,,,,,,
LAO0001000696,Cattle,,,,,,,,,,
LAO0001000697,Cattle,,,,,,,,,,
LAO0001000698,Cattle,,,,,,,,,,
LAO0001000699,Cattle,,,,,,,,,,
LAO0001000700,Cattle,,,,,,,,,,
LAO0001000701,Cattle,,,,,,,,,,
LAO0001000702,Cattle,,,,,,,,,,
LAO0001000703,Cattle,,,,,,,,,,
LAO0001000704,Cattle,,,,,,,,,,
LAO0001000705,Cattle,,,,,,,,,,
LAO0001000706,Cattle,,,,,,,,,,
LAO0001000707,Cattle,,,,,,,,,,
LAO0001000708,Cattle,,,,,,,,,,
LAO0001000709,Cattle,,,,,,,,,,
LAO0001000710,Cattle,,,,,,,,,,
LAO0001000711,Cattle,,,,,,,,,,
LAO0001000712,Cattle,,,,,,,,,,
LAO0001000713,Cattle,,,,,,,,,,
LAO0001000714,Cattle,,,,,,,,,,
LAO0001000715,Cattle,,,,,,,,,,
LAO0001000716,Cattle,,,,,,,,,,
LAO0001000717,Cattle,,,,,,,,,,
LAO0001000718,Cattle,,,,,,,,,,
LAO0001000719,Cattle,,,,,,,,,,
LAO0001000720,Cattle,,,,,,,,,,
LAO0001000721,Cattle,,,,,,,,,,
LAO0001000722,Cattle,,,,,,,,,,
LAO0001000723,Cattle,,,,,,,,,,
LAO0001000724,Cattle,,,,,,,,,,
LAO0001000725,Cattle,,,,,,,,,,
LAO0001000726,Cattle,,,,,,,,,,
LAO0001000727,Cattle,,,,,,,,,,
LAO0001000728,Cattle,,,,,,,,,,
LAO0001000729,Cattle,,,,,,,,,,
LAO0001000730,Cattle,,,,,,,,,,
LAO0001000731,Cattle,,,,,,,,,,
LAO0001000732,Cattle,,,,,,,,,,
LAO0001000733,Cattle,,,,,,,,,,
LAO0001000734,Cattle,,,,,,,,,,
LAO0001000735,Cattle,,,,,,,,,,
LAO0001000736,Cattle,,,,,,,,,,
LAO0001000737,Cattle,,,,,,,,,,
LAO0001000738,Cattle,,,,,,,,,,
LAO0001000739,Cattle,,,,,,,,,,
LAO0001000740,Cattle,,,,,,,,,,
LAO0001000741,Cattle,,,,,,,,,,
LAO0001000742,Cattle,,,,,,,,,,
LAO0001000743,Cattle,,,,,,,,,,
LAO0001000744,Cattle,,,,,,,,,,
LAO0001000745,Cattle,,,,,,,,,,
LAO0001000746,Cattle,,,,,,,,,,
LAO0001000747,Cattle,,,,,,,,,,
LAO0001000748,Cattle,,,,,,,,,,
LAO0001000749,Cattle,,,,,,,,,,
LAO0001000750,Cattle,,,,,,,,,,
LAO0001000751,Cattle,,,,,,,,,,
LAO0001000752,Cattle,,,,,,,,,,
LAO0001000753,Cattle,,,,,,,,,,
LAO0001000754,Cattle,,,,,,,,,,
LAO0001000755,Cattle,,,,,,,,,,
LAO0001000756,Cattle,,,,,,,,,,
LAO0001000757,Cattle,,,,,,,,,,
LAO0001000758,Cattle,,,,,,,,,,
LAO0001000759,Cattle,,,,,,,,,,
LAO0001000760,Cattle,,,,,,,,,,
LAO0001000761,Cattle,,,,,,,,,,
LAO0001000762,Cattle,,,,,,,,,,
LAO0001000763,Cattle,,,,,,,,,,
LAO0001000764,Cattle,,,,,,,,,,
LAO0001000765,Cattle,,,,,,,,,,
LAO0001000766,Cattle,,,,,,,,,,
LAO0001000767,Cattle,,,,,,,,,,
LAO0001000768,Cattle,,,,,,,,,,
LAO0001000769,Cattle,,,,,,,,,,
LAO0001000770,Cattle,,,,,,,,,,
LAO0001000771,Cattle,,,,,,,,,,
LAO0001000772,Cattle,,,,,,,,,,
LAO0001000773,Cattle,,,,,,,,,,
LAO0001000774,Cattle,,,,,,,,,,
LAO0001000775,Cattle,,,,,,,,,,
LAO0001000776,Cattle,,,,,,,,,,
LAO0001000777,Cattle,,,,,,,,,,
LAO0001000778,Cattle,,,,,,,,,,
LAO0001000779,Cattle,,,,,,,,,,
LAO0001000780,Cattle,,,,,,,,,,
LAO0001000781,Cattle,,,,,,,,,,
LAO0001000782,Cattle,,,,,,,,,,
LAO0001000783,Cattle,,,,,,,,,,
LAO0001000784,Cattle,,,,,,,,,,
LAO0001000785,Cattle,,,,,,,,,,
LAO0001000786,Cattle,,,,,,,,,,
LAO0001000787,Cattle,,,,,,,,,,
LAO0001000788,Cattle,,,,,,,,,,
LAO0001000789,Cattle,,,,,,,,,,
LAO0001000790,Cattle,,,,,,,,,,
LAO0001000791,Cattle,,,,,,,,,,
LAO0001000792,Cattle,,,,,,,,,,
